,GEOGRAPHY_CODE,All people aged 3 and over,No knowledge of Welsh,Other combination of skills,Speaks and reads but does not write Welsh,Speaks but does not read or write Welsh,"Speaks, reads and writes Welsh",Understands spoken Welsh only
206,W02000207,1,0.7806867767027129,0.0466704610130905,0.010434452665528362,0.020489470688673878,0.085752229178524,0.05596660975147031
207,W02000208,1,0.7599352186370998,0.05817864706615174,0.015447863460819734,0.021552261118724304,0.08633362401893609,0.058552385698268344
208,W02000209,1,0.8234090063267585,0.05210271678451805,0.008559732043170823,0.0148864905098623,0.05749906959434313,0.043542984741347227
209,W02000210,1,0.8153016514998315,0.03943377148634985,0.008763060330299966,0.016683518705763397,0.07802494101786316,0.04179305695989215
210,W02000211,1,0.8135066402938683,0.04083074314778186,0.007487990957897712,0.020627295846284262,0.07035885843458604,0.0471884713195818
211,W02000212,1,0.667604501607717,0.04863344051446945,0.02532154340836013,0.04448017148981779,0.1304930332261522,0.08346730975348339
212,W02000213,1,0.8010172626387176,0.05209617755856967,0.008939580764488286,0.01757090012330456,0.07660295930949446,0.043773119605425403
213,W02000214,1,0.83469475494411,0.0308469475494411,0.007093723129836629,0.019131556319862426,0.06352106620808254,0.04471195184866724
214,W02000215,1,0.8438485804416404,0.03955350643047804,0.006551807813637467,0.013952924047561271,0.05241446250909974,0.04367871875758311
215,W02000216,1,0.8075281926242,0.04678451691557452,0.008991161231331911,0.017372752209692168,0.0697957939652545,0.049527583053946965
216,W02000217,1,0.8256448879683675,0.041046883826021466,0.01035586518546413,0.014874788175484844,0.06495951798154773,0.04311805686311429
217,W02000218,1,0.8050621669626998,0.055654233274126705,0.008584961515689757,0.015689757252812315,0.06779159265837774,0.04721728833629366
218,W02000219,1,0.7527487630566245,0.06583287520615723,0.013468938977460142,0.015805387575590985,0.10445299615173172,0.047691039032435406
219,W02000220,1,0.8237094199042043,0.05295369877594465,0.009446514103246408,0.015566790846194785,0.06279936136242682,0.035524215007982966
220,W02000221,1,0.8080142719912172,0.05091258405379443,0.00603815013036915,0.018388911760669684,0.07822149032523672,0.03842459173871278
221,W02000222,1,0.747439126784215,0.0727120067170445,0.009235936188077247,0.015617128463476071,0.09890848026868178,0.056087321578505454
222,W02000223,1,0.8107549120992761,0.051292657704239915,0.009720785935884178,0.015718717683557395,0.06639089968976215,0.046122026887280246
223,W02000224,1,0.8170505200594353,0.042161961367013376,0.007057949479940565,0.014858841010401188,0.07596582466567607,0.04290490341753343
224,W02000225,1,0.7992895204262878,0.056956779159265836,0.006986382474837182,0.014683244523386619,0.07803433984606276,0.04404973357015986
225,W02000226,1,0.7996723102129983,0.04882577826324413,0.008410704533042053,0.015292190060076462,0.0890223921354451,0.038776624795193886
226,W02000227,1,0.8042273042273043,0.04521829521829522,0.00796950796950797,0.018364518364518363,0.08142758142758143,0.04279279279279279
227,W02000228,1,0.796549245147376,0.054277498202731846,0.013299784327821711,0.017074047447879225,0.07746225736879943,0.041337167505391806
228,W02000229,1,0.8140788144156281,0.046817110138093636,0.007746716066015493,0.017177500842034354,0.07628831256315258,0.03789154597507578
229,W02000230,1,0.7821385662795355,0.04925911093311974,0.010812975570684821,0.016619943932719265,0.09891870244293152,0.04225070084100921
230,W02000231,1,0.8109261043071418,0.04238337690931609,0.008118893628732627,0.014036053392046237,0.08173936975368103,0.04279620200908215
231,W02000232,1,0.8030923994038748,0.037257824143070044,0.009500745156482861,0.01713859910581222,0.09035022354694486,0.0426602086438152
232,W02000233,1,0.8273328434974284,0.036737692872887584,0.0069801616458486405,0.015062454077883909,0.0828434974283615,0.031043350477590007
233,W02000234,1,0.7950119576358046,0.0491971301674069,0.00717458148274684,0.016399043389135635,0.08865732832251452,0.04355995900239153
234,W02000235,1,0.7964691330259754,0.05262566063195772,0.00877094343865962,0.015180479028449342,0.07758911503429664,0.049364668840661194
235,W02000236,1,0.8244947576356176,0.04300258319404346,0.008509345084333687,0.01929797903054247,0.06366813554171098,0.04102719951375171
236,W02000237,1,0.7803936703975299,0.05441914318795832,0.00887688151292937,0.01949054419143188,0.09204940177537631,0.04477035893477422
237,W02000238,1,0.7958191541079241,0.03678496191865176,0.0106951871657754,0.016042780748663103,0.10160427807486631,0.03905363798411927
238,W02000239,1,0.829770003239391,0.02931648850016197,0.00826044703595724,0.010528020732102366,0.09394233884029803,0.028182701652089408
239,W02000240,1,0.8482540426529177,0.023435669088352474,0.0058589172720881185,0.016639325052730254,0.07757206468244668,0.02823998125146473
240,W02000241,1,0.8257261410788381,0.024435223605348087,0.00875979714153988,0.015560165975103735,0.09520516366989396,0.030313508529276164
241,W02000242,1,0.8436410587475791,0.025564880568108458,0.006584893479664299,0.012782440284054229,0.08405422853453841,0.02737249838605552
242,W02000243,1,0.8415134122056929,0.02506735387138339,0.008082464566006795,0.016047791964390302,0.0829331146772871,0.026355862715239545
243,W02000244,1,0.8398212395625073,0.024932376808185348,0.006233094202046337,0.013759849464894744,0.08596965776784664,0.029283782194519582
244,W02000245,1,0.8480511571254568,0.02481729598051157,0.006851400730816078,0.01446406820950061,0.076278928136419,0.02953714981729598
245,W02000246,1,0.8332427043683162,0.032082653616095705,0.005981511691136488,0.013231828892514048,0.08972267536704731,0.02573862606489034
246,W02000247,1,0.8197616130110282,0.03063384204077086,0.006572351565110839,0.015038431547287512,0.09914225242285842,0.02885150941294419
247,W02000248,1,0.8397870785930488,0.029955119507358314,0.004801168980273458,0.01722158438576349,0.08255923181296315,0.02567581672059284
248,W02000249,1,0.8204713493530499,0.029459334565619225,0.006700554528650647,0.020101663585951942,0.09623382624768946,0.027033271719038816
249,W02000250,1,0.8435911303407247,0.02877230935640887,0.006489994591671174,0.01752298539751217,0.07906976744186046,0.02455381287182261
250,W02000251,1,0.8297872340425532,0.03021276595744681,0.0043971631205673755,0.014609929078014184,0.09007092198581561,0.030921985815602838
251,W02000252,1,0.7323394495412844,0.05321100917431193,0.012844036697247707,0.023967889908256882,0.11869266055045871,0.05894495412844037
252,W02000253,1,0.7290332906530089,0.05969910371318822,0.014564660691421255,0.029449423815621,0.09859154929577464,0.06866197183098592
253,W02000254,1,0.7382780367425281,0.061557444474910884,0.012338908692075679,0.01946805593638607,0.09775157663833288,0.07060597751576639
254,W02000255,1,0.7540844111640572,0.04816201497617427,0.01259360108917631,0.01650782845473111,0.10142954390742001,0.06722260040844112
255,W02000256,1,0.8103338968723585,0.04712595097210482,0.008558748943364327,0.017434488588334743,0.07121724429416737,0.04532967032967033
256,W02000257,1,0.8116026955757398,0.04673307940228538,0.007471432757105186,0.019191327278054497,0.07866979197187225,0.03633167301494287
257,W02000258,1,0.7356183258697899,0.05167068549776094,0.00809507406131588,0.022046159145711335,0.12056493282810886,0.062004822597313124
258,W02000259,1,0.8422366450324513,0.0417706773173573,0.005991013479780329,0.016308870028290897,0.0617407222499584,0.03195207189216176
259,W02000260,1,0.7790153349475384,0.05552865213882163,0.007102502017756255,0.02050040355125101,0.0903954802259887,0.04745762711864407
260,W02000261,1,0.7308965868568518,0.052980132450331126,0.014263881813550688,0.02305145185939888,0.12187977585328579,0.05692817116658176
261,W02000262,1,0.7764862804878049,0.053353658536585365,0.010099085365853659,0.015053353658536585,0.09089176829268293,0.054115853658536585
262,W02000263,1,0.837998712998713,0.04134491634491635,0.0054697554697554695,0.013674388674388674,0.06418918918918919,0.03732303732303732
263,W02000264,1,0.7949874686716792,0.05129490392648287,0.009690893901420217,0.01720969089390142,0.08705096073517127,0.03976608187134503
264,W02000265,1,0.801564341583628,0.045430193935497694,0.006643094396228437,0.013821922211507553,0.08978892103289403,0.042751526840244296
265,W02000266,1,0.788836583725622,0.042232683254875586,0.005917955615332885,0.01667787491593813,0.11109616677874916,0.03523873570948218
266,W02000267,1,0.8143124415341441,0.05581540380417836,0.007171811661989398,0.01403180542563143,0.0706267539756782,0.038041783598378544
267,W02000268,1,0.7922035018169805,0.04547957273428037,0.007157802004184561,0.0153066842858716,0.10009910802775025,0.03975333113093272
268,W02000269,1,0.8453078302450687,0.03945008965929468,0.007531380753138075,0.011715481171548118,0.0647937836222355,0.031201434548714883
269,W02000270,1,0.7857251328777525,0.0425208807896735,0.006529992406985573,0.015489749430523917,0.11176917236142749,0.037965072133637055
270,W02000271,1,0.8245890171388598,0.04022385449457853,0.004896817068905212,0.01224204267226303,0.08184679958027283,0.03620146904512067
271,W02000272,1,0.7754475703324808,0.04327365728900256,0.008388746803069053,0.014219948849104859,0.12276214833759591,0.035907928388746804
272,W02000273,1,0.8410844629822732,0.026381647549530762,0.005630865484880084,0.012304483837330552,0.08561001042752868,0.028988529718456727
273,W02000274,1,0.8282319049333814,0.04213179690313288,0.006001680470531749,0.014884167566918738,0.07430080422518305,0.03444964590085224
274,W02000275,1,0.7942754919499105,0.05044722719141324,0.005008944543828265,0.01663685152057245,0.09731663685152057,0.03631484794275492
275,W02000276,1,0.78199291856348,0.05041308379699882,0.007587253414264037,0.01112797167425392,0.11178553363682348,0.03709323891417973
276,W02000277,1,0.7859424920127795,0.03717688062735986,0.007841998257333721,0.019169329073482427,0.11617775196049956,0.03369154806854487
277,W02000278,1,0.7699828246796142,0.03791782269784648,0.00819130664552781,0.0178359096313912,0.12789007794953097,0.03818205839608931
278,W02000279,1,0.8035983895319577,0.03761952692501258,0.006165072974333166,0.01245596376446905,0.1068193256165073,0.033341721187720184
279,W02000280,1,0.7899208907119836,0.03779665983006153,0.007764430120128919,0.016554351010840903,0.10884852036331673,0.03911514796366833
280,W02000281,1,0.7640414668110784,0.04548971066068389,0.01098561039764815,0.015317963793903759,0.12997060188766826,0.034194646449017485
281,W02000282,1,0.7791491911324147,0.04050329538645896,0.01030557219892151,0.014979029358897543,0.11240263630916716,0.0426602756141402
282,W02000283,1,0.8645941278065631,0.026252158894645942,0.008175014392630972,0.015313759355210132,0.05181347150259067,0.03385146804835924
283,W02000284,1,0.8089601769911504,0.04424778761061947,0.011172566371681417,0.02013274336283186,0.07123893805309735,0.04424778761061947
284,W02000285,1,0.7886060925754979,0.043254648555980484,0.01239614928128709,0.015561123565871027,0.09125675853883687,0.04892522748252671
285,W02000286,1,0.8231190832087693,0.031057963793389803,0.01195814648729447,0.019598073409732603,0.07340973260255772,0.0408570004982561
286,W02000287,1,0.8233288869127019,0.040017785682525564,0.008003557136505114,0.0164517563361494,0.07129094412331406,0.04090706980880391
287,W02000288,1,0.8229748170202208,0.037836496712566677,0.00955216474382831,0.0166232477360129,0.0744324525493115,0.038580821238059795
288,W02000289,1,0.8230132865379794,0.03459513662572073,0.006893958385560291,0.016545500125344698,0.08360491351215843,0.0353472048132364
289,W02000290,1,0.8165170132325141,0.04194234404536862,0.006261814744801512,0.014059546313799623,0.08447542533081286,0.03674385633270321
290,W02000291,1,0.8574009728978458,0.032383599722029185,0.00472550382209868,0.01626129256428075,0.06226546212647672,0.026963168867268936
291,W02000292,1,0.85467255334805,0.022442972774098603,0.009013980868285504,0.016556291390728478,0.0682487122884474,0.029065489330389993
292,W02000293,1,0.8395553343288535,0.03351584536253526,0.0077982412477186,0.016260162601626018,0.07101377136220342,0.031856645097063215
293,W02000294,1,0.8359173126614987,0.027131782945736434,0.008490217792543374,0.014950166112956811,0.08674787744555186,0.02676264304171281
294,W02000295,1,0.8598878147750328,0.02052750924931376,0.005967299200381907,0.023869196801527628,0.06957870867645304,0.020169471297290846
295,W02000296,1,0.8398939140145171,0.02498604131769961,0.0064209938581797875,0.016471245114461196,0.08584589614740369,0.026381909547738693
296,W02000297,1,0.8142657342657342,0.034545454545454546,0.006713286713286713,0.014405594405594406,0.10111888111888112,0.02895104895104895
297,W02000298,1,0.8472968700600696,0.019601644008852354,0.007903888713246918,0.01833702181473285,0.07840657603540942,0.028453999367688904
298,W02000299,1,0.8771838782217609,0.014703338522746929,0.005535374502681197,0.02006573257221934,0.06175402179553711,0.02075765438505449
299,W02000300,1,0.8640298308696231,0.019842855240378213,0.007191370355573312,0.018111599414036488,0.06765215075243042,0.02317219336795845
300,W02000301,1,0.8405943450663589,0.030294287362954413,0.005770340450086555,0.015724177726485863,0.08092902481246393,0.026687824581650317
301,W02000302,1,0.8064130174682939,0.04630294328786791,0.007418042593921991,0.011964584828906437,0.09105049054797798,0.03685092127303183
302,W02000303,1,0.8751424385479407,0.016604265017092626,0.004069672798307016,0.019860003255738237,0.06837050301155786,0.015953117369363504
303,W02000304,1,0.855469525511217,0.02084574151280524,0.006352987889616835,0.019654556283502083,0.07405201508834623,0.023625173714512608
304,W02000305,1,0.8411534701857283,0.020202020202020204,0.008471814923427827,0.02476376669925057,0.08797653958944282,0.017432388400130335
305,W02000306,1,0.8751013787510138,0.014395782643957826,0.006488240064882401,0.021086780210867802,0.06569343065693431,0.017234387672343875
306,W02000307,1,0.7771535580524345,0.033863920099875156,0.009363295880149813,0.020131086142322098,0.12562421972534332,0.033863920099875156
307,W02000308,1,0.812313003452244,0.03440736478711162,0.005753739930955121,0.015304948216340621,0.10161104718066744,0.030609896432681243
308,W02000309,1,0.8322378716744914,0.02910798122065728,0.007198748043818467,0.014084507042253521,0.08435054773082942,0.03302034428794992
309,W02000310,1,0.8203982121088988,0.029662738724095895,0.00650142218610321,0.020520113774888257,0.09325477448191792,0.029662738724095895
310,W02000311,1,0.8036347517730497,0.03789893617021277,0.005651595744680851,0.01606826241134752,0.10483156028368794,0.031914893617021274
311,W02000312,1,0.8055946021928592,0.0378127635648018,0.006887826820354231,0.014056789429294348,0.10078718020804048,0.03486083778464998
312,W02000313,1,0.7992822966507177,0.03744019138755981,0.006578947368421052,0.016267942583732056,0.10454545454545454,0.03588516746411483
313,W02000314,1,0.8529623756667147,0.024073807121233963,0.0063427994810436785,0.018884243909470952,0.07265388496468214,0.025082888856854547
314,W02000315,1,0.8519748984865264,0.027316352897748246,0.004245108896271687,0.01790328534514581,0.06773717238833518,0.030823181985972684
315,W02000316,1,0.8630457001022047,0.022193020878960433,0.00686231566652066,0.016060738793984522,0.06876916338151555,0.023069061176814135
316,W02000317,1,0.8784998046620653,0.019273342883187914,0.005209011590050788,0.01705951295741633,0.059122281547076445,0.020836046360203152
317,W02000318,1,0.8618301544050863,0.022366030881017258,0.005449591280653951,0.019754768392370572,0.06925522252497729,0.02134423251589464
318,W02000319,1,0.8624434389140272,0.02456367162249515,0.0059469941822883,0.0178409825468649,0.06502908855850033,0.024175824175824177
319,W02000320,1,0.8765147842947164,0.016238487639360154,0.006907416383906932,0.01951042171594765,0.0614396509936985,0.019389238972370333
320,W02000321,1,0.8696235057535471,0.017428220310579823,0.007038319740811083,0.021896994749190036,0.06703161657915317,0.0169813428667188
321,W02000322,1,0.8791515489813005,0.015350265140943344,0.004884175272118337,0.021350823332403013,0.060145129779514375,0.019118057493720347
322,W02000323,1,0.8690922061708578,0.012841091492776886,0.0055288032816122705,0.023363652577135723,0.06723738184412342,0.021936864633493848
323,W02000324,1,0.83881230116649,0.01848204817451901,0.008938039690955916,0.020602938948644144,0.08953188910771095,0.02363278291168005
324,W02000325,1,0.8644043321299639,0.01703971119133574,0.007942238267148015,0.021949458483754514,0.07494584837545126,0.013718411552346571
325,W02000326,1,0.8702568937072825,0.017794013669573415,0.005774216356351638,0.01567287296724016,0.07282583078010842,0.01767617251944379
326,W02000327,1,0.8647335169285598,0.02089745666612668,0.007289810464927912,0.012311679896322696,0.07710999514012636,0.017657540903936498
327,W02000328,1,0.8675506555423123,0.016537544696066747,0.005065554231227652,0.01728247914183552,0.07628128724672228,0.01728247914183552
328,W02000329,1,0.8602838853325911,0.017673253548566657,0.006540495407737267,0.019482326746451433,0.07445032006679655,0.021569718897856943
329,W02000330,1,0.8588698341298847,0.016446443632274387,0.006466123137475401,0.01728985099803205,0.08124824290132134,0.01967950520101209
330,W02000331,1,0.8359669976227101,0.023633058313522585,0.007551391413788282,0.024332261222206684,0.08823940707593343,0.020276884351838904
331,W02000332,1,0.8548102383053839,0.01882906737275669,0.005736981465136805,0.020594292438952635,0.07899382171226832,0.021035598705501618
332,W02000333,1,0.8332334432124663,0.019029068025172312,0.008091099790230746,0.02577165118369793,0.09679352712016781,0.017081210668264908
333,W02000334,1,0.8437270726338958,0.019222303741746147,0.007776962582538518,0.017168011738811446,0.0900953778429934,0.022010271460014674
334,W02000335,1,0.856701030927835,0.01958762886597938,0.007731958762886598,0.014948453608247423,0.08298969072164948,0.01804123711340206
335,W02000336,1,0.8689600840336135,0.019432773109243698,0.004201680672268907,0.012605042016806723,0.07090336134453781,0.02389705882352941
336,W02000337,1,0.8643849348417586,0.01489331232994415,0.006014606902477445,0.020764714306172133,0.07131605327223256,0.02262637834741515
337,W02000338,1,0.8510967379077615,0.024746906636670417,0.005905511811023622,0.013076490438695163,0.07438132733408324,0.03079302587176603
338,W02000339,1,0.8987840185292415,0.011812391430225826,0.0060220034742327734,0.017486971627099016,0.048407643312101914,0.017486971627099016
339,W02000340,1,0.8921791951404707,0.014274867122247532,0.004555808656036446,0.01609719058466211,0.05406226271829916,0.018830675778283977
340,W02000341,1,0.8731869594145043,0.019028609447771124,0.005588822355289421,0.012242182302062542,0.0679973386560213,0.021956087824351298
341,W02000342,1,0.8901215002641311,0.018489170628631802,0.006075013206550449,0.012150026413100899,0.05665610142630745,0.016508188061278396
342,W02000343,1,0.8605697151424287,0.019865067466266866,0.007871064467766116,0.01649175412293853,0.07821089455272363,0.01699150424787606
343,W02000344,1,0.8704131753828374,0.015024559375902918,0.005200809014735626,0.015891360878358855,0.07411152845998266,0.019358566888182605
344,W02000345,1,0.8551425030978934,0.019206939281288724,0.007311028500619579,0.020198265179677818,0.07856257744733582,0.019578686493184633
345,W02000346,1,0.8589341692789969,0.0198991413384217,0.006269592476489028,0.018945072918086413,0.07700695106991959,0.018945072918086413
346,W02000347,1,0.8634969325153374,0.017107126002831523,0.006252949504483247,0.014157621519584709,0.07999056158565361,0.018994808872109487
347,W02000348,1,0.8614580678052511,0.01950038236043844,0.007137394850879429,0.015549324496558756,0.07889370379811368,0.017461126688758603
348,W02000349,1,0.8681732580037664,0.01694915254237288,0.0055241682360326425,0.019083490269930947,0.07244193345888261,0.017827997489014438
349,W02000350,1,0.8705303933253874,0.020113230035756855,0.006257449344457688,0.0166865315852205,0.06227651966626937,0.024135876042908223
350,W02000351,1,0.8732986052764241,0.016803898504453033,0.005881364476558562,0.01596370357923038,0.06788774995799025,0.02016467820534364
351,W02000352,1,0.864658273381295,0.016636690647482015,0.005095923261390888,0.018135491606714627,0.08048561151079137,0.01498800959232614
352,W02000353,1,0.865171811298777,0.017763541059988352,0.005824111822947,0.016307513104251603,0.07716948165404776,0.017763541059988352
353,W02000354,1,0.8760653409090909,0.015269886363636364,0.005326704545454545,0.016335227272727272,0.06711647727272728,0.019886363636363636
354,W02000355,1,0.8584083440491499,0.01985997999714245,0.0067152450350050005,0.01514502071724532,0.08058294042006,0.01928846978139734
355,W02000356,1,0.8769230769230769,0.02070275403608737,0.004368471035137701,0.020322886989553656,0.0603988603988604,0.01728395061728395
356,W02000357,1,0.8740405701754386,0.020970394736842105,0.0078125,0.015213815789473685,0.06880482456140351,0.013157894736842105
357,W02000358,1,0.8778094898323225,0.019978594363182306,0.0049946485907955765,0.012129860863360684,0.06707099536211203,0.0180164109882269
358,W02000359,1,0.8742751713231418,0.020426989984185556,0.005930416447021613,0.020426989984185556,0.06378492356352135,0.015155508697944122
359,W02000360,1,0.8780706473014165,0.01775147928994083,0.006634391249775865,0.015599784830554062,0.06383360229514076,0.018110095033171958
360,W02000361,1,0.858263756161352,0.02253294437179358,0.00543204908962881,0.02394125339503068,0.07081782516849411,0.019012171813700834
361,W02000362,1,0.8519503546099291,0.024645390070921987,0.005851063829787234,0.018439716312056736,0.07535460992907801,0.02375886524822695
362,W02000363,1,0.8757093172249679,0.015376166941241077,0.004393190554640308,0.017938861431447923,0.06846055280981146,0.018121911037891267
363,W02000364,1,0.8690780420680165,0.022410064871240417,0.009239237271476313,0.019068213092195793,0.06467466090033419,0.01552978179673678
364,W02000365,1,0.8380281690140845,0.02129443326626425,0.0077129443326626424,0.0306841046277666,0.07679409792085848,0.025486250838363516
365,W02000366,1,0.8584977238239757,0.017830045523520487,0.005311077389984826,0.010622154779969651,0.0830804248861912,0.02465857359635812
366,W02000367,1,0.8285371702637889,0.029119561493662214,0.007194244604316547,0.01079136690647482,0.09181226447413497,0.03254539225762247
367,W02000368,1,0.8157191231509535,0.030297629656032794,0.0058813045802887185,0.013010158617002316,0.10176439137408662,0.03332739262163607
368,W02000369,1,0.8551165146909828,0.019587977034785545,0.006923336710570753,0.014015535292131037,0.07413036136440392,0.030226274907125972
369,W02000370,1,0.8165256994144438,0.03285621340273259,0.009596616785946649,0.014313597918022121,0.09450227716330514,0.03220559531554977
370,W02000371,1,0.8434891485809682,0.026432943795214246,0.005425709515859766,0.013216471897607123,0.07999443516972732,0.03144129104062326
371,W02000372,1,0.7674502063520545,0.03247801902027633,0.01112506728871344,0.01884083976314373,0.1327830611878701,0.03732280638794186
372,W02000373,1,0.8832832516210659,0.021192471927882334,0.006958722125573304,0.01075438873952238,0.05978174916969793,0.018029416416258104
373,W02000374,1,0.8375022174915735,0.029625687422387796,0.007982969664715274,0.012063154160014192,0.08639347170480752,0.026432499556501687
374,W02000375,1,0.8544789125130707,0.02718717323109097,0.005402579295921924,0.014116416869989544,0.0728476821192053,0.025967235970721505
375,W02000376,1,0.821225418495043,0.03364212579229644,0.008288639687957094,0.01381439947992849,0.09117503656752804,0.03185437997724687
376,W02000377,1,0.8665966386554622,0.02538515406162465,0.004376750700280112,0.01488095238095238,0.0663515406162465,0.022408963585434174
377,W02000378,1,0.806809057330978,0.03115464910872009,0.0073871848402119805,0.013650232856913441,0.10599004335956319,0.035008832503613294
378,W02000379,1,0.8477793696275072,0.02650429799426934,0.009491404011461318,0.017012893982808024,0.07163323782234957,0.027578796561604585
379,W02000380,1,0.7465444944867216,0.03556452865351763,0.012113682248796397,0.018481130610343222,0.1458300978412797,0.041466066159341515
380,W02000381,1,0.8859005704971475,0.018907905460472697,0.005052974735126324,0.012713936430317848,0.05330073349633252,0.0241238793806031
381,W02000382,1,0.8736690128135716,0.023641941887745894,0.006677495036996932,0.014437827107020393,0.05702941707273056,0.02454430608193467
382,W02000383,1,0.8737634726118412,0.02509966041635907,0.004429351838181013,0.015798021556178946,0.056105123283626164,0.02480437029381367
383,W02000384,1,0.806872852233677,0.03264604810996564,0.007216494845360825,0.01168384879725086,0.11443298969072165,0.027147766323024056
384,W02000385,1,0.8156862745098039,0.03052003410059676,0.008184143222506393,0.012617220801364024,0.09820971867007673,0.034782608695652174
385,W02000386,1,0.7851206964780372,0.02598601767576837,0.00844215802664556,0.01569713758079409,0.12742382271468145,0.037330167524073345
386,W02000387,1,0.8347873500545256,0.03271537622682661,0.0067248273355143585,0.010905125408942203,0.08269720101781171,0.0321701199563795
387,W02000388,1,0.8695128249268377,0.025822000344293338,0.00740230676536409,0.009123773454983646,0.0647271475296953,0.02341194697882596
388,W02000389,1,0.8380760513724502,0.023293880634600857,0.005917904809871569,0.018383278771090406,0.08448753462603878,0.029841349785948122
389,W02000390,1,0.838047138047138,0.02558922558922559,0.007744107744107744,0.013636363636363636,0.0867003367003367,0.028282828282828285
390,W02000391,1,0.8461641811097675,0.01625688566438264,0.006583366921940078,0.013435442697836893,0.08894263065968024,0.028617492946392584
391,W02000392,1,0.7819704094506251,0.030278701685973162,0.007799059525174905,0.014107122376419314,0.13051955499483886,0.03532515196696869
392,W02000393,1,0.8485376044568245,0.027506963788300837,0.005222841225626741,0.012360724233983288,0.07764623955431754,0.028725626740947075
393,W02000394,1,0.8503649635036497,0.020145985401459853,0.005985401459854015,0.008613138686131387,0.08248175182481751,0.03240875912408759
394,W02000395,1,0.8094534711964549,0.02603397341211226,0.009231905465288036,0.01772525849335303,0.10542836041358937,0.03212703101920236
395,W02000396,1,0.8393876130828114,0.020876826722338204,0.007933194154488519,0.012526096033402923,0.09478079331941545,0.024495476687543493
396,W02000397,1,0.8571428571428571,0.024133462908973113,0.005021056041464205,0.009556203433754453,0.07337220602526726,0.030774214447683836
397,W02000398,1,0.8668403531625416,0.015052829642495297,0.004921117383123462,0.00853958604718483,0.08279056303372413,0.02185555073093067
398,W02000399,1,0.8517079858334285,0.02102136410373586,0.006055066834228264,0.01131040786016223,0.08351422369473323,0.02639095167371187
399,W02000400,1,0.7573684210526316,0.027192982456140352,0.012280701754385965,0.02,0.14421052631578948,0.03894736842105263
400,W02000401,1,0.774585043726575,0.02605746921292165,0.008388363376762449,0.01802605746921292,0.13778333035873638,0.03515973585579154
401,W02000402,1,0.8585461689587426,0.0223666314039595,0.0049871542995315096,0.0137524557956778,0.07057578963276409,0.029771799909324468
402,W02000403,1,0.8616803278688525,0.022028688524590164,0.005806010928961749,0.014002732240437158,0.0664275956284153,0.030054644808743168
403,W02000404,1,0.8580028328611898,0.0226628895184136,0.009206798866855524,0.01682011331444759,0.06621813031161473,0.027089235127478753
404,W02000405,1,0.8637277426766227,0.019385410683515222,0.0073233773693279726,0.016513497989661115,0.06619758759333716,0.0268523836875359
405,W02000406,1,0.7995158764060942,0.02377901181831126,0.007119464616260857,0.016232379325074753,0.1220276235227111,0.03132564431154777
406,W02000407,1,0.8725615314494075,0.022424794895168642,0.006198723792160438,0.013855970829535096,0.06289881494986327,0.022060164083865085
407,W02000408,1,0.8551641586867305,0.021032831737346103,0.005813953488372093,0.014363885088919288,0.07387140902872777,0.02975376196990424
408,W02000409,1,0.8377318116975749,0.023181169757489302,0.005884450784593438,0.015513552068473609,0.08594864479315265,0.03174037089871612
409,W02000410,1,0.8602150537634409,0.023894862604540025,0.008661887694145758,0.013739545997610514,0.0721326164874552,0.021356033452807646
410,W02000411,1,0.8520218965212785,0.02595797280593325,0.004238036376478898,0.013243863676496557,0.07681440932368003,0.02772382129613279
411,W02000412,1,0.8705357142857143,0.027678571428571427,0.005535714285714285,0.013928571428571429,0.059821428571428574,0.0225
412,W02000413,1,0.8627038400841662,0.019288093985621604,0.006838506049447659,0.016657899351218655,0.06452744169735226,0.02998421883219358
